비교,ΔSharpe,ΔSharpe_CI하한,ΔSharpe_CI상한,ΔSharpe_p,Δ평균초과수익,대응HAC_p,차분_자기상관,차분_유효표본수
②등급  vs  ①전량,0.5023969560222282,0.413583871454447,1.791310227266952,0.0,0.000865876671880027,0.8750602267778904,0.9724528977354555,0.3631136944767826
③타이밍  vs  ①전량,0.5571533311282291,0.4579278254582147,1.7815396527556087,0.0,0.0005483688115491473,0.9252330278944261,0.9762672038953926,0.3122314115740672
②등급  vs  ⑤무작위,0.5078908640518538,0.41760672762743056,1.8457299339918287,0.0,0.005406526283309494,0.0008268276647551698,0.9185608554709277,1.1036489938371754
③타이밍  vs  ④시간불변,0.00745918232078846,-0.052658944918968,0.04253589013219049,0.7368,-0.0002261149998682194,0.5325887401539582,0.8495619479473869,2.114765259800427
②등급  vs  ⑥누출상한,-0.47672009938088167,-0.7342495374003789,-0.4107169067249971,0.0388,-0.0019216047165714041,0.08309378827961078,0.8975864927268398,1.4032304716059512
