평균블록개월,ΔSharpe,ΔCI하한,ΔCI상한,Δp,②Sharpe_CI하한,②Sharpe_CI상한
6,0.5023969560222282,0.39862688772285393,2.838032870798087,0.0,0.1357920519270741,8.923742773356903
12,0.5023969560222282,0.413583871454447,1.791310227266952,0.0,0.2158899745236239,4.919365620948392
18,0.5023969560222282,0.41896313502155696,1.6742214613692066,0.0,0.2499913161651628,4.754036975978465
