issue_month,fico_avg,dti,int_rate,revol_util,inq_last_6mths
2014-03-01,696.401677716963,17.075914561092034,12.889843195012377,56.80422363169691,0.833477104209366
2014-04-01,699.0531093247845,16.828907920943085,12.481846956565947,54.15751737481758,0.8296482870403599
2014-05-01,699.4088432987527,16.96688993175284,12.08318338908384,54.28920096670675,0.8216593257275109
2014-06-01,698.8640457064434,17.074491251780746,11.941911642165088,54.90788072169639,0.8218469042984046
2014-07-01,696.804442913438,17.179891043816315,12.231688850587293,55.75022257563017,0.8572290430182594
2014-08-01,701.0477480332469,18.0626578371957,12.074414788424987,54.64503211352163,0.8092202944651481
2014-09-01,700.5682972558225,17.964333286614146,11.728288183643121,53.92610642750026,0.5839237041359018
2014-10-01,695.2258222949426,18.269799686280674,11.889862361258418,55.84396433458258,0.6016796587868584
2014-11-01,695.9708534847222,18.01839234585995,11.631482397465701,55.64889983906045,0.5595276743929328
2014-12-01,701.2886850924116,17.430889188494497,11.195101601866176,53.88716993942686,0.5682677245546734
2015-01-01,696.1867656094003,18.396812293602643,11.53568067243025,55.93615755318332,0.5901215893007998
2015-02-01,697.3720423744948,18.424224941851836,11.26466701772982,54.965804164693104,0.5634609579749037
2015-03-01,696.4216804720519,18.538541804237923,11.259642209292302,55.92342371768935,0.5664264907436484
2015-04-01,696.8466418063647,18.310423927117597,11.368296782737438,55.07441078025582,0.5839117858828645
2015-05-01,697.6360734824119,18.3316454988779,11.187924529661922,53.99977998157465,0.5413054457244175
2015-06-01,698.9316768094137,18.26674505818523,11.166447585768577,52.92269000307947,0.5353037749680172
2015-07-01,699.2862981105401,18.519921224985143,11.118875980586258,53.396441054709804,0.5420456040502671
2015-08-01,698.5506058723788,17.845942792819546,11.00933527592898,53.91351493393866,0.5227701052817302
2015-09-01,700.4183532971865,18.195955278063007,11.017116945572694,53.120913981927956,0.551929670201943
2015-10-01,699.592121460492,18.22416715610701,10.703645959019417,53.02017690351283,0.5299757676987731
2015-11-01,700.0704329662739,18.313448403951558,10.676130456068742,52.67061185809321,0.5578959504614388
